@relation Spammer
@attribute 'followers_per_followees' numeric
@attribute 'replies_to_tweets' numeric
@attribute 'tweets_with_url_to_total_tweets' numeric
@attribute 'number_of_replies' numeric
@attribute 'hastag_count_to_word_count_mean' numeric
@attribute 'hastag_count_to_word_count_median' numeric
@attribute 'hastag_count_to_word_count_min' numeric
@attribute 'hastag_count_to_word_count_max' numeric
@attribute 'url_count_to_word_count_mean' numeric
@attribute 'url_count_to_word_count_median' numeric
@attribute 'url_count_to_word_count_min' numeric
@attribute 'url_count_to_word_count_max' numeric
@attribute 'characters_per_tweet_mean' numeric
@attribute 'characters_per_tweet_median' numeric
@attribute 'characters_per_tweet_min' numeric
@attribute 'characters_per_tweet_max' numeric
@attribute 'hashtags_per_tweet_mean' numeric
@attribute 'hashtags_per_tweet_median' numeric
@attribute 'hashtags_per_tweet_min' numeric
@attribute 'hashtags_per_tweet_max' numeric
@attribute 'mentions_per_tweet_mean' numeric
@attribute 'mentions_per_tweet_median' numeric
@attribute 'mentions_per_tweet_min' numeric
@attribute 'mentions_per_tweet_max' numeric
@attribute 'numeric_characters_per_tweet_mean' numeric
@attribute 'numeric_characters_per_tweet_median' numeric
@attribute 'numeric_characters_per_tweet_min' numeric
@attribute 'numeric_characters_per_tweet_max' numeric
@attribute 'url_count_per_tweet_mean' numeric
@attribute 'url_count_per_tweet_median' numeric
@attribute 'url_count_per_tweet_min' numeric
@attribute 'url_count_per_tweet_max' numeric
@attribute 'word_count_per_tweet_mean' numeric
@attribute 'word_count_per_tweet_median' numeric
@attribute 'word_count_per_tweet_min' numeric
@attribute 'word_count_per_tweet_max' numeric
@attribute 'retweet_count_mean' numeric
@attribute 'retweet_count_median' numeric
@attribute 'retweet_count_min' numeric
@attribute 'retweet_count_max' numeric
@attribute 'followee_count' numeric
@attribute 'follower_count' numeric
@attribute 'tweet_count' numeric
@attribute 'mention_count' numeric
@attribute 'reply_count' numeric
@attribute 'total_tweet_count_of_followees' numeric
@attribute 'time_between_posts_mean' numeric
@attribute 'time_between_posts_median' numeric
@attribute 'time_between_posts_min' numeric
@attribute 'time_between_posts_max' numeric
@attribute 'post_count_per_day_mean' numeric
@attribute 'post_count_per_day_median' numeric
@attribute 'post_count_per_day_min' numeric
@attribute 'post_count_per_day_max' numeric
@attribute 'post_count_per_week_mean' numeric
@attribute 'post_count_per_week_median' numeric
@attribute 'post_count_per_week_min' numeric
@attribute 'post_count_per_week_max' numeric
@attribute 'spammer' {'yes' 'no'}

@data
0.3666666667,0,0.2727272727,0,0.0696,0.04762,0,0.2,0.029,0,0,0.125,82.5455,142,22,142,0.6364,1,0,1,0.2727,0,0,2,0.6364,0,0,2,0.2727,0,0,1,12.3636,21,5,21,0,0,0,0,30,11,11,0,0,2584,14.5,5,5,26,11,11,11,11,11,11,11,11,yes
0.0909090909,0.0297029703,0.3465346535,3,0.0597,0,0,0.3333,0.0487,0,0,0.2,68.1188,32,13,148,0.5644,0,0,4,0.3069,0,0,9,0.6832,0,0,4,0.3465,0,0,1,10.8416,5,3,28,0.0198,0,0,1,33,3,101,0,0,4509,2604.37,23,2,93707,25.25,44,0,46,101,101,101,101,yes
0,0,1,0,0.0168,0,0,0.0667,0.0558,0.04762,0.0435,0.0714,120.8704,129,105,143,0.2963,0,0,1,0,0,0,0,2.1481,2,2,3,1,1,1,1,18.2222,21,14,23,0,0,0,0,0,4,54,1,1,0,614.0755,538,429,6653,54,54,54,54,54,54,54,54,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,105,105,105,105,1,1,1,1,0,0,0,0,2,2,2,2,1,1,1,1,6,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,yes
0.6872427984,0.2448979592,0.0408163265,48,0.0122,0,0,1,0.0126,0,0,1,72.8827,91,7,165,0.0459,0,0,6,0.2551,0,0,2,1.5051,4,0,6,0.0408,0,0,1,11.8265,12,1,29,0,0,0,0,243,167,195,59,53,108303,18160.7282,818,12,502275,4.7805,0,0,29,32.6667,9,3,101,yes
1.036259542,0.3916805324,0.1174708819,1177,0.0042,0,0,0.4,0.0111,0,0,1,83.3278,70,1,155,0.0559,0,0,6,0.6626,1,0,8,0.2549,0,0,6,0.1188,0,0,2,14.1507,15,1,30,0.0449,0,0,4,524,543,3005,1363,1499,555479,13873.221,9519,3,2601934,6.2215,0,0,88,43.5507,4,0,226,yes
1.6666666667,0.0727272727,0.0363636364,4,0,0,0,0,0.0022,0,0,0.0625,115.4909,130,23,140,0,0,0,0,0.0727,0,0,1,0.1273,0,0,2,0.0364,0,0,1,21.3636,26,3,28,0,0,0,0,6,10,55,2,2,2623,547251.4815,6789,308,9804940,0.1603,0,0,5,1.1224,1,0,15,yes
0,0,1,0,0.0557,0,0,0.25,0.1135,0.1,0.1,0.2,78.9032,80,57,92,0.4839,0,0,2,0,0,0,0,2.9677,3,2,4,1,1,1,1,8.9677,10,5,10,0,0,0,0,0,0,31,0,0,0,100855.2,66,64,3023765,0.8611,0,0,26,5.1667,0,0,26,yes
0.4712643678,0.0129032258,0.9870967742,2,0.0748,0,0,0.2727,0.085,0.14286,0,0.1429,97.2065,61,15,145,0.9355,0,0,4,0.0129,0,0,1,1.6194,1,0,3,0.9871,1,0,1,12.8516,7,2,25,0,0,0,0,87,41,155,1,1,208123,11078.6818,45,24,381148,7.75,13,0,33,51.6667,40,5,110,yes
0,0,0.8,0,0.1604,0.25,0,0.3333,0.1938,0.25,0,0.5,49.25,41,2,140,0.675,1,0,1,0,0,0,0,0.775,0,0,3,0.8,1,0,1,5.975,4,1,24,0.1,0,0,2,0,0,80,0,0,0,6160.3924,5624,10,27520,13.3333,12,8,18,80,80,80,80,yes
0,0,1,0,0.059,0.11111,0,0.125,0.1181,0.11111,0.1111,0.125,83.25,80,70,110,0.5,1,0,1,0,0,0,0,2.75,4,2,4,1,1,1,1,8.5,9,8,9,0,0,0,0,0,0,4,0,0,0,824798.6667,4,4,2474328,0.1379,0,0,3,0.8,0,0,3,yes
0.8122866894,0.4956685499,0.1107344633,1316,0.0024,0,0,0.3333,0.0081,0,0,0.6667,114.4753,132,7,172,0.0354,0,0,1,0.7186,0,0,10,0.7375,2,0,7,0.1156,0,0,2,20.0444,25,1,37,0.0098,0,0,2,586,476,2655,826,752,1060147,5466.0565,590,5,119077,15.8036,17,1,55,110.625,82,38,248,yes
0.8502202643,0.4713375796,0.2535031847,370,0.0285,0,0,0.9167,0.0287,0,0,1,80.2217,132,11,160,0.335,0,0,11,0.8229,1,0,11,0.2828,0,0,5,0.2548,0,0,2,12.414,26,1,29,0.0955,0,0,3,227,193,787,324,252,446327,19235.051,280,6,740988,4.4857,8,0,29,31.4,37,1,99,yes
1.4059405941,0.0892857143,0.7023809524,15,0.0166,0,0,0.2667,0.0841,0,0,1,86.3631,58,23,154,0.1905,0,0,4,0.1607,0,0,2,0.7857,0,0,4,0.7083,0,0,2,12.1071,11,1,27,0.0595,0,0,2,101,142,168,13,8,315850,55124.9641,1339,37,785749,1.5701,1,0,23,10.5,6,1,33,yes
1.0943396226,0.1696428571,0.2589285714,76,0.0106,0,0,0.75,0.0382,0,0,1,64.9777,40,4,140,0.1071,0,0,3,0.2098,1,0,3,0.4375,0,0,3,0.2589,0,0,1,10.7612,6,1,28,0.0134,0,0,1,53,58,448,35,51,54028,51267.1275,7933,1,2783463,1.6842,2,0,10,11.7895,17,0,29,yes
0.7978723404,0.6846689895,0.0853658537,393,0.0047,0,0,0.5,0.0119,0,0,0.3333,53.5192,138,5,154,0.0366,0,0,2,0.7805,1,0,5,0.5157,0,0,6,0.0854,0,0,1,8.8328,25,1,33,0.0366,0,0,1,94,75,577,111,196,185627,12188.8185,315,6,2648140,7.0864,0,0,48,47.8333,2,0,165,yes
0.1,0.0294117647,0.2352941176,1,0.1005,0.2,0,0.3333,0.0309,0,0,0.1667,67.4412,27,19,156,0.9706,1,0,4,0.3824,0,0,1,0.5,0,0,2,0.2353,0,0,1,11.0294,5,3,27,0.1765,0,0,2,30,3,34,0,0,5216,1467.7273,5,5,28309,34,34,34,34,34,34,34,34,yes
1.27,0.4485714286,0.0228571429,157,0.0048,0,0,0.1667,0.0019,0,0,0.125,97.5714,105,4,144,0.0571,0,0,1,0.5371,1,0,5,0.6,1,0,5,0.0229,0,0,1,17.0514,19,1,30,0.04,0,0,1,100,127,350,40,96,148630,24595.5387,75489,18,471060,3.5,18,0,18,23.3333,26,4,67,yes
0.5789473684,0,0.2857142857,0,0.0397,0,0,0.1667,0.0397,0,0,0.1667,36.5714,8,8,80,0.2857,0,0,1,0,0,0,0,0.5714,0,0,2,0.2857,0,0,1,4.7143,1,1,9,0,0,0,0,19,11,7,0,0,28429,764890.3333,955577,166751,1641908,0.1296,0,0,1,0.875,0,0,3,yes
0.45625,0.0555555556,0.4444444444,5,0.0038,0,0,0.25,0.0482,0.07143,0,0.3333,78.5444,102,15,147,0.0444,0,0,3,0.0556,0,0,1,0.5333,0,0,4,0.4556,1,0,2,11.9778,14,3,25,0,0,0,0,160,73,90,9,1,178848,145054.3371,336986,58,1207222,0.6,0,0,5,4.0909,1,0,13,yes
0.8235294118,0.0828729282,0.5193370166,15,0.018,0,0,0.25,0.0418,0,0,0.2,84.9282,62,8,144,0.2099,0,0,3,0.2099,1,0,2,0.8398,0,0,4,0.5249,0,0,2,13.3591,11,1,27,0.0829,0,0,1,85,70,181,17,15,105739,50637.95,1200,12,978420,1.7075,0,0,16,11.3125,2,1,50,yes
1.493006993,0.2936630603,0.1406491499,190,0.0065,0,0,0.25,0.0203,0,0,1,71.4328,27,5,183,0.0618,0,0,2,0.3833,0,0,3,1.2056,0,0,8,0.1422,0,0,2,10.9629,4,1,30,0.017,0,0,1,286,427,647,301,263,281365,90669.13,69503,5,10449806,0.9543,0,0,11,6.6701,12,0,37,yes
1,0.1860465116,0.1395348837,8,0,0,0,0,0.0268,0,0,0.25,55.4884,31,15,140,0,0,0,0,0.2558,0,0,3,0.2791,0,0,2,0.1395,0,0,1,9.2791,6,2,26,0.0698,0,0,3,9,9,43,0,0,4082,37237.5238,32,21,334291,2.2632,4,0,6,14.3333,21,5,21,yes
1.4761904762,0.077294686,0.1449275362,16,0,0,0,0,0.0335,0,0,1,40.5652,27,5,148,0,0,0,0,0.0821,0,0,1,0.285,0,0,4,0.1449,0,0,1,6.8744,5,1,26,0,0,0,0,21,31,207,12,12,19280,68136.4757,75905,0,1983560,1.2699,0,0,7,8.625,6,0,23,yes
2.8222222222,0.4563042028,0.1774516344,684,0.0126,0,0,1,0.0226,0.11111,0,1,65.7865,82,2,162,0.0961,0,0,5,0.6838,0,0,11,0.4743,2,0,5,0.1821,1,0,2,10.8406,9,1,33,0.1001,0,0,3,45,127,1499,348,288,127624,4517.6435,66,0,89930,18.9747,10,2,72,124.9167,213,40,213,yes
0.818815331,0.1073271414,0.5356037152,104,0.0095,0.125,0,0.5,0.0579,0,0,1,93.1135,72,7,220,0.0877,1,0,5,1.0908,3,0,13,1.3364,0,0,7,0.549,0,0,4,13.225,8,1,29,0.6233,1,0,4,287,235,969,225,88,919221,9137.3285,4735,20,516519,9.4078,8,0,40,64.6,67,9,188,yes
0.7356321839,0.7333333333,0.0623655914,341,0.0202,0.33333,0,1,0.0057,0,0,0.375,79.4086,30,13,148,0.1441,1,0,2,0.9441,1,0,8,0.3892,0,0,5,0.0731,0,0,3,13.5677,3,1,31,0.0753,0,0,3,87,64,465,177,164,124359,19596.4634,4797,12,2351531,4.3868,0,0,36,29.0625,0,0,145,yes
1.4117647059,0.6413043478,0.1451612903,1829,0.0183,0,0,1,0.0211,0.07143,0,1,68.182,102,2,177,0.1027,0,0,4,0.7966,1,0,10,0.8931,1,0,8,0.1452,1,0,1,10.5635,14,1,33,0.0189,0,0,2,306,432,2852,1637,1387,513780,8281.4402,803,0,2730441,10.4088,18,0,95,71.3,68,0,348,yes
0,0,1,0,0.0782,0.11111,0,0.25,0.1099,0.11111,0.0909,0.125,80.1667,77,72,92,0.6667,1,0,2,0,0,0,0,3.0333,3,2,4,1,1,1,1,9.1667,9,8,11,0,0,0,0,0,0,30,0,0,0,66.6207,70,63,77,30,30,30,30,30,30,30,30,yes
0.3372093023,0.0411985019,0.8239700375,11,0.0033,0,0,0.25,0.05,0,0,0.1667,115.9101,43,23,150,0.0487,0,0,4,0.2434,0,0,3,0.7603,0,0,4,0.824,0,0,1,17.4345,7,4,25,0.0225,0,0,2,1204,406,267,25,3,1990984,14838.0226,381,1,526039,5.8043,3,0,31,38.1429,26,3,95,yes
1.0657894737,0.3979496738,0.1616961789,854,0.0013,0,0,0.25,0.0166,0,0,1,107.8607,31,2,183,0.013,0,0,1,0.4315,0,0,3,2.2782,1,0,11,0.164,0,0,2,16.2283,5,1,32,0.0009,0,0,1,76,81,2146,9,581,56450,12988.1445,6264,7,961978,6.644,4,0,47,45.6596,44,0,140,yes
0.4545454545,0.1025641026,0.5128205128,4,0.0184,0.14286,0,0.1429,0.0457,0.14286,0,0.1429,90.5128,53,33,144,0.2051,1,0,1,0.1795,0,0,1,0.9744,1,0,4,0.5385,1,0,2,13.7436,7,5,29,0.1026,0,0,1,22,10,39,0,0,77148,58770.7368,1160,9,540162,1.5,0,0,15,9.75,8,1,28,yes
0,0,1,0,0.0762,0,0,0.25,0.1159,0.1,0.0833,0.2,78.2581,83,52,92,0.6452,0,0,2,0,0,0,0,2.6774,3,2,3,1,1,1,1,8.8065,10,5,12,0,0,0,0,0,0,31,0,0,0,100840.5333,64,63,3023295,0.8611,0,0,19,5.1667,0,0,19,yes
0.4736842105,0.1620718463,0.5505430242,388,0.014,0,0,0.625,0.0511,0,0,0.5,98.5038,122,8,276,0.1817,0,0,9,0.2828,0,0,8,0.7957,0,0,7,0.5606,0,0,3,15.8333,22,2,32,0.0434,0,0,2,114,54,2394,188,171,229347,7680.5424,1131,0,470279,11.2394,9,0,64,77.2258,61,1,223,yes
2.1724137931,0.5939751146,0.0451866405,1814,0.0098,0.08333,0,1,0.0057,0,0,1,69.4984,72,3,163,0.0887,1,0,8,0.7747,0,0,12,0.3838,0,0,5,0.0455,0,0,2,12.2469,12,1,34,0.057,0,0,3,87,189,3054,1234,1327,242898,3639.9168,30181,5,730562,23.6744,16,0,90,160.7368,119,1,355,yes
0,0,0.8131818182,0,0,0,0,0,0.1229,0,0,0.25,47.3247,41,1,91,0,0,0,0,0,0,0,0,0.8244,0,0,2,0.8132,0,0,1,6.4242,8,1,15,0,0,0,0,0,65,29463,11,8,0,770.3804,286,6,1807873,111.8644,0,0,353,733.3333,0,0,2132,yes
1.3695652174,0.4808306709,0.054313099,301,0.0045,0,0,0.2,0.004,0,0,0.1667,94.0767,90,3,175,0.0607,0,0,1,0.722,0,0,7,0.4872,0,0,4,0.0543,0,0,1,13.7524,12,1,29,0.0399,0,0,1,46,63,626,185,177,45994,6403.8224,3653,5,117199,13.3191,9,1,42,89.4286,83,73,115,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,107,107,107,107,1,1,1,1,0,0,0,0,2,2,2,2,1,1,1,1,6,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,yes
3.7959183673,0.7031818182,0.0353030303,4641,0.0148,0,0,1,0.0059,0,0,1,79.7395,117,2,190,0.1397,0,0,6,0.9412,1,0,11,0.408,0,0,7,0.0358,0,0,2,13.962,21,1,34,0.0895,0,0,4,98,372,13549,7139,6045,537534,1143.092,59,2,1874095,75,0,0,257,507.6923,0,0,1247,yes
0.9324324324,0.125,0.2604166667,12,0.024,0,0,0.5,0.0253,0,0,0.1667,82.9375,68,9,156,0.2604,0,0,7,0.1562,1,0,1,0.4688,0,0,5,0.2708,0,0,2,13.3438,15,1,29,0.0312,0,0,1,74,69,95,12,12,113424,291787.6,193659,51,13213869,0.2991,0,0,6,2.087,0,0,13,yes
0.8073394495,0.1934931507,0.1090182648,339,0.0043,0,0,0.5,0.0145,0,0,1,72.0479,131,5,150,0.0422,0,0,3,0.3048,0,0,8,0.3008,0,0,4,0.1176,0,0,4,12.387,26,1,31,0.0251,0,0,1,218,176,1753,177,237,271348,13009.5146,1564,4,149782,6.6364,13,0,24,46.1053,74,16,85,yes
1.5164835165,0.535483871,0.0198511166,1079,0.0066,0,0,0.5,0.0017,0,0,0.5,72.6799,36,7,152,0.0645,0,0,3,0.7772,1,0,10,0.5261,1,0,5,0.0203,0,0,2,12.4015,5,1,33,0.0323,0,0,2,91,138,2015,563,668,169838,5958.9047,278,10,901441,14.4964,18,0,66,100.75,139,1,197,yes
1.243902439,0.12,0.24,12,0.0071,0,0,0.1667,0.0279,0,0,0.3333,68.26,92,10,137,0.08,0,0,1,0.32,0,0,3,0.42,0,0,2,0.28,0,0,3,11.01,13,2,28,0.11,0,0,3,82,102,100,4,11,122151,128218.4747,35240,40,1459922,0.6803,0,0,4,4.7619,0,0,14,yes
1.0165289256,0.2855263158,0.2328947368,217,0.0514,0,0,0.5,0.0256,0,0,0.5,94.4092,75,14,157,0.7,0,0,6,1.1474,1,0,12,0.5579,0,0,4,0.2342,0,0,2,14.4658,13,2,31,0.1513,0,0,3,242,246,572,467,324,622595,76095.7431,19852,1,39706433,1.136,0,0,41,7.9167,0,0,103,yes
0.3925233645,0,0.1666666667,0,0.0104,0,0,0.0625,0.0104,0,0,0.0625,58.6667,52,28,107,0.1667,0,0,1,0.1667,0,0,1,0.5,0,0,3,0.1667,0,0,1,10.6667,10,6,18,0,0,0,0,107,42,6,0,0,105917,966690.6,496595,496595,1430425,0.1071,1,0,1,0.75,2,0,2,yes
0.78,0.15915628,0.0834132311,166,0.0129,0,0,1,0.0105,0,0,0.5,59.7037,63,2,224,0.1093,0,0,10,0.3547,0,0,5,0.1783,0,0,3,0.0834,0,0,1,9.6337,7,1,30,0.0067,0,0,1,50,39,1044,244,176,77643,12438.7793,159,1,1248428,6.9073,1,0,35,47.4091,22,0,175,yes
0,0,1,0,0.0556,0,0,0.25,0.1135,0.125,0.0909,0.2,78.1935,70,60,90,0.4839,0,0,2,0,0,0,0,2.8387,3,2,4,1,1,1,1,8.9677,8,5,11,0,0,0,0,0,0,31,0,0,0,88874.5667,65,63,2664380,1,0,0,30,6.2,0,0,30,yes
0.2986425339,0.0550458716,0.5183486239,12,0.0181,0,0,1,0.0623,0,0,0.5,62.5046,24,9,135,0.1422,0,0,2,0.0917,0,0,2,0.6697,0,0,3,0.5183,0,0,1,9.4954,6,1,26,0.0092,0,0,1,442,132,218,8,8,1239189,49792.2166,43336,0,543059,1.7302,2,0,10,12.1111,13,4,28,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,111,111,111,111,1,1,1,1,0,0,0,0,2,2,2,2,1,1,1,1,6,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,yes
1.0125,0.6187961985,0.0591341077,586,0.0012,0,0,0.25,0.0081,0,0,0.5,67.8501,117,5,171,0.0095,0,0,1,0.8448,1,0,4,0.5174,0,0,7,0.0612,0,0,2,10.7518,19,1,30,0.1109,1,0,2,80,81,949,363,343,146759,12272.3636,102,1,1066659,7.0148,6,0,83,47.35,91,1,137,yes
0.5980392157,0.2691680261,0.2683523654,330,0.0167,0,0,0.5,0.0259,0.05556,0,1,100.606,133,4,168,0.1835,0,0,5,0.8303,0,0,10,0.6615,1,0,8,0.2684,1,0,1,16.0685,18,1,32,0.1248,0,0,2,510,305,1227,246,193,1417805,26170.6702,331,1,15543550,3.2957,0,0,50,22.7037,0,0,184,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,104,104,104,104,1,1,1,1,0,0,0,0,2,2,2,2,1,1,1,1,6,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,yes
1.8148148148,0.3634517766,0.0436548223,358,0.0031,0,0,0.25,0.0039,0,0,0.3333,90.4518,136,6,159,0.0305,0,0,3,0.534,0,0,9,0.1675,3,0,3,0.0437,0,0,1,15.8792,29,1,31,0.0173,0,0,2,81,147,985,322,261,151736,18898.8699,25787,9,518306,4.5602,2,0,29,31.7742,42,1,90,yes
1.5771812081,0.024173028,0.9707379135,19,0.0361,0,0,0.125,0.1131,0.11111,0,0.125,75.9237,75,20,144,0.2913,0,0,1,0.9873,1,0,2,0.7519,1,0,2,0.9707,1,0,1,8.9415,9,3,29,0.0038,0,0,1,149,235,786,853,42,340176,12652.5745,3601,22,5537386,6.8348,0,0,33,46.2353,0,0,154,yes
1.0298507463,0.3918128655,0.2105263158,134,0.0027,0,0,0.5,0.0229,0,0,0.3333,90.4561,81,14,142,0.0292,0,0,3,0.576,1,0,4,0.3743,0,0,4,0.2105,0,0,1,15.6754,14,2,30,0.0263,0,0,1,67,69,342,141,147,78686,31914.9677,187,10,5529439,2.7143,0,0,48,19,0,0,86,yes
0.5749486653,0.2585034014,0.2789115646,114,0.0011,0,0,0.1429,0.0398,0,0,0.5,80.839,28,11,155,0.0113,0,0,1,0.3288,0,0,4,0.4422,0,0,3,0.2834,0,0,2,13.1723,6,1,29,0.0884,0,0,1,487,280,441,68,51,1192664,50036.0386,25548,18,1629176,1.7294,0,0,12,11.9189,16,0,35,yes
0,0,1,0,0,0,0,0,0.056,0.0625,0.0435,0.0714,121.4545,110,91,158,0,0,0,0,0,0,0,0,3.5682,4,1,7,1,1,1,1,18.0909,16,14,23,0,0,0,0,1,0,44,0,0,73,31957.1395,73,68,1035884,2.75,0,0,32,14.6667,4,4,32,yes
0.9896206156,0.3374485597,0.1862139918,328,0.035,0,0,0.3333,0.0154,0,0,1,101.5967,138,17,168,0.4321,0,0,4,2.1656,1,0,11,0.4774,0,0,4,0.1893,0,0,2,14.1543,25,1,28,0.4475,0,0,4,2794,2765,972,597,186,6166132,13528.7467,60923,9,1134339,6.3529,24,0,69,44.1818,41,0,126,yes
0.8392857143,0.3660030628,0.0658499234,239,0.0185,0,0,0.3333,0.0128,0,0,1,68.1838,136,4,143,0.1179,0,0,2,0.4334,1,0,8,0.1685,0,0,2,0.0658,0,0,1,11.9694,25,1,30,0.0291,0,0,2,56,47,653,216,198,48287,24933.2791,456,4,437235,3.455,8,0,20,24.1852,25,4,76,yes
2.9848484848,0.674801061,0.1164456233,2544,0.0067,0,0,1,0.0192,0.33333,0,1,59.6207,39,4,248,0.0531,0,0,3,1.008,0,0,13,0.5034,1,0,14,0.1199,1,0,3,9.5337,3,1,34,0.0286,0,0,3,198,591,3770,1144,871,260762,12081.073,2490,5,18996762,7.1402,0,0,114,49.6053,0,0,236,yes
0.7117400419,0.0180383315,0.5219842165,16,0.0272,0,0,0.3333,0.0733,0.07143,0,0.5,61.0699,83,14,140,0.1781,0,0,3,0.0868,1,0,2,0.3822,2,0,3,0.522,1,0,1,8.9955,14,2,28,0,0,0,0,1908,1358,887,16,13,2867503,8954.8499,1438,0,1379012,9.6413,12,0,148,63.3571,23,0,591,yes
4.315,0.000492126,0.9916338583,1,0.0006,0,0,0.1053,0.0613,0.05556,0,0.5,158.8716,140,36,910,0.0108,0,0,2,0.0108,0,0,2,1.8765,2,0,19,0.9951,1,0,2,18.6294,18,2,28,0.0005,0,0,1,200,863,2032,56,22,817160,24796.4318,16139,0,756140,3.4854,0,0,22,24.1905,15,2,67,yes
0.4653465347,0.3113772455,0.1736526946,52,0.0053,0,0,0.3333,0.0228,0,0,0.5,58.4491,88,5,142,0.0299,0,0,2,0.4012,0,0,5,0.2275,0,0,2,0.1737,0,0,1,9.5868,17,1,25,0.018,0,0,1,101,47,167,10,9,186353,58818.4277,8756,34,4176008,1.4649,1,0,12,9.8235,5,0,36,yes
0.0454545455,0.0503597122,0.3309352518,7,0.0633,0.08333,0,1,0.044,0,0,0.2,74.0504,79,17,144,0.6547,1,0,12,0.4532,3,0,9,0.705,0,0,4,0.3309,0,0,1,11.8129,12,3,26,0.0576,0,0,2,66,3,139,0,0,5306,1731.4348,36,2,50444,46.3333,29,29,67,139,139,139,139,yes
0.450867052,0.1190283401,0.2615384615,147,0.0019,0,0,0.5,0.024,0,0,1,98.4243,136,4,174,0.0267,0,0,1,0.1838,0,0,6,0.5206,0,0,4,0.2648,0,0,2,16.7587,24,1,32,0.0186,0,0,1,173,78,1235,57,57,365103,28926.812,15698,1,515304,2.9831,3,0,48,20.5833,76,2,98,yes
0.4192439863,0.3939774153,0.2032622334,314,0.0011,0,0,0.25,0.0346,0,0,1,69.5044,102,2,150,0.0088,0,0,1,0.4856,0,0,3,0.3425,0,0,4,0.2045,0,0,2,11.8269,18,1,30,0.0025,0,0,1,582,244,798,170,173,748483,8841.8178,1570,8,116318,9.7195,9,1,52,66.4167,79,14,124,yes
0.8461538462,0.4513556619,0.038277512,283,0.0005,0,0,0.1429,0.0048,0,0,0.3333,75.0574,41,6,160,0.0048,0,0,1,0.4737,0,0,2,0.9984,1,0,5,0.0399,0,0,2,12.0478,5,1,28,0.0016,0,0,1,39,33,627,244,236,87706,52699.5527,6864,0,19005070,1.6414,0,0,15,11.4,0,0,48,yes
7.35,0,0.9821240799,0,0.0003,0,0,0.1667,0.1096,0.1,0,0.5,76.6257,78,18,127,0.0037,0,0,1,0.0011,0,0,1,1.2744,1,0,7,0.9884,1,0,2,10.1346,10,2,17,0,0,0,0,20,147,1902,3,0,42412,491.2009,436,307,50427,172.9091,189,75,202,951,1170,732,1170,yes
0.8306451613,0.04,0.352,5,0.0049,0,0,0.1429,0.0283,0.2,0,0.25,104.024,59,14,154,0.088,0,0,3,0.056,0,0,1,0.856,2,0,4,0.368,1,0,2,16.896,5,2,28,0,0,0,0,124,103,125,20,10,58304,121759.1129,7151,0,811742,0.7143,2,0,9,5,18,1,21,yes
0,0,1,0,0.0444,0.11111,0,0.1111,0.1117,0.11111,0.1,0.125,85.8,81,77,113,0.4,1,0,1,0,0,0,0,2.8,3,2,4,1,1,1,1,9,9,8,10,0,0,0,0,0,0,5,0,0,0,618573,65,64,2474099,0.1724,0,0,4,1,0,0,4,yes
0.348973607,0.4342629482,0.0677290837,109,0.0021,0,0,0.1667,0.0064,0,0,0.5,83.7371,91,8,148,0.0279,0,0,2,0.494,1,0,2,0.3665,1,0,3,0.0677,0,0,1,14.5498,14,1,31,0.0637,0,0,2,341,119,252,15,13,794244,172200.316,8788,20,6648101,0.503,0,0,13,3.4861,1,0,33,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,105,105,105,105,1,1,1,1,0,0,0,0,2,2,2,2,1,1,1,1,6,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,yes
0.9545454545,0.1085714286,0.3428571429,19,0.0193,0,0,1,0.0727,0.33333,0,1,66.6457,35,16,159,0.1429,0,0,14,0.16,0,0,3,1.1943,1,0,6,0.3429,1,0,1,10.1371,3,1,28,0.0286,0,0,1,22,21,175,20,18,17547,64606.3218,273,7,719797,1.3359,0,0,15,9.2105,6,1,27,yes
0.5892857143,0,1,0,0,0,0,0,0.1467,0.16667,0.0625,0.3333,57.8053,49,33,108,0,0,0,0,0,0,0,0,0.8009,1,0,2,1,1,1,1,7.2876,6,3,16,0,0,0,0,56,33,226,4,2,145668,21377.5467,7403,3001,331502,4.0357,5,0,8,28.25,31,21,38,yes
0.7901234568,0.3854047891,0.3785632839,338,0.0946,0.83333,0,1,0.0287,0,0,0.3333,96.2132,135,2,180,1.0376,10,0,20,0.4059,0,0,6,0.8153,0,0,5,0.3786,0,0,1,14.6488,12,1,31,0,0,0,0,81,64,877,163,164,58157,6292.3961,25,0,609813,13.7031,0,0,176,87.7,4,3,333,yes
